Domestic Equity,Large Cap,HOW0020AU,10717,WaveStone Australian Share,Approved,5/7/2025,SOA,Silver,4,Lonsec - Highly Recommended,Open-End Fund,"WaveStone is a boutique Australian equities fund manager with an active, high conviction approach to investment management.",The fund invests primarily in securities listed on Australian exchanges but may also have up to 10% exposure to international securities listed in exchanges in developed markets.,"We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Equity securities.","WaveStone is a boutique Australian equities fund manager with an active, high conviction approach to investment management. The fund invests primarily in securities listed on Australian exchanges but may also have up to 10% exposure to international securities listed in exchanges in developed markets. We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Equity securities. ",-5.52,-1.62,4.09,12.66,7.76,Not on APL,11/6/2019,BT Investment Wrap;North Wrap;MLC Wrap Super Series 2 - Full Inv;Asgard Infinity eWrap Investment Full;Macquarie Investment Manager;IOOF Pursuit Investment Select;MLC Wrap IDPS;MLC Navigator Super;Macquarie Pension Consolidator II Elevat;Oasis IDPS;OneVue Unified Managed Account;Netwealth Super Accelerator Plus;Netwealth Wealth Accelerator Plus;Perpetual Private Wrap;BT Panorama;HUB24 Invest Choice;MyNorth Investment Choice;Asgard Employee Super Account;Macquarie Super Manager II;Macquarie Investment Manager II;Macquarie Super Consolidator II Elevate;Asgard Infinity eWrap Super Full;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;HUB24 Invest Core;HUB24 Super Core;Asgard eWrap;Asgard eWrap Investment;Expand Extra Pension;Expand Extra Super;HUB24 Pension Choice;HUB24 Pension Core;ClearView WealthSolutions2 Super;Macquarie Inv Consolidator II - Elevate;Macquarie Investment Consolidator;Expand Extra Investment;Macquarie Super Manager;Macquarie Super Consolidator;Macquarie Super and Pension Manager II;Macquarie Pension Manager II;Macquarie Pension Manager;Macquarie Pension Consolidator;CFS Edge Super;CFS Edge Pension;CFS Edge Investments;,"Asgard, BT Wrap, Centric,",https://arc2.morningstar.com.au/Fund/Profile/10717,No,No,"10,000",0.97,,0.97,0.15,0.15,No,,No,,,,56,Z56,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Equity,Large Cap,HOW6060AU,43494,WaveStone Australian Share I,Approved,5/7/2025,MDA/SOA,Silver,3,No Rating,Open-End Fund,"WaveStone is a boutique Australian equities Fund manager with an active, high conviction approach to investment management.",The Fund invests primarily in securities listed on Australian exchanges but may also have up to 10% exposure to developed international securities. Primary emphasis is placed on bottom-up stock picking through comprehensive research.,"We view this Fund as a quality addition to your portfolio, providing investment grade exposure to domestic equity securities.","WaveStone is a boutique Australian equities Fund manager with an active, high conviction approach to investment management. The Fund invests primarily in securities listed on Australian exchanges but may also have up to 10% exposure to developed international securities. Primary emphasis is placed on bottom-up stock picking through comprehensive research. We view this Fund as a quality addition to your portfolio, providing investment grade exposure to domestic equity securities. ",-5.42,-1.22,4.51,13.12,,Not on APL,11/6/2019,BT Panorama;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;,"Asgard, BT Wrap, CFS (Encircle), Centric,",https://arc2.morningstar.com.au/Fund/Profile/43494,No,No,"10,000",0.60,,0.60,0.15,0.15,No,,No,,,,57,Z57,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Equity,Large Cap,HOW0053AU,17364,WaveStone Dynamic Australian Equity,Approved,5/7/2025,MDA/SOA,Silver,4,Lonsec - Recommended,Open-End Fund,"WaveStone is a boutique Australian equities Fund manager with an active, high conviction approach to investment management.",The Fund is a long/short Fund which invests in Australian shares. WaveStone are an active investment manager who seek to add value over the medium to long term. Primary emphasis is placed on bottom-up stock picking through comprehensive research.,"We view this Fund as a quality addition to your portfolio, providing investment grade long/short exposure to domestic equity securities.","WaveStone is a boutique Australian equities Fund manager with an active, high conviction approach to investment management. The Fund is a long/short Fund which invests in Australian shares. WaveStone are an active investment manager who seek to add value over the medium to long term. Primary emphasis is placed on bottom-up stock picking through comprehensive research. We view this Fund as a quality addition to your portfolio, providing investment grade long/short exposure to domestic equity securities. ",-5.56,-0.39,4.46,12.11,6.84,Not on APL,10/31/2011,BT Investment Wrap;MLC Wrap Super Series 2 - Full Inv;CFS FirstWrap Investments;Asgard Infinity eWrap Investment Full;Macquarie Investment Manager;Macquarie Investment Accumulator;MLC Wrap IDPS;MLC Navigator Super;Macquarie Pension Consolidator II Elevat;OneVue Unified Managed Account;Netwealth Super Accelerator Plus;Netwealth Wealth Accelerator Plus;Perpetual Private Wrap;BT Panorama;Macquarie Super Accumulator;HUB24 Invest Choice;Asgard Employee Super Account;Macquarie Super Manager II;Macquarie Investment Manager II;Macquarie Super Consolidator II Elevate;Shadforth Portfolio Service - Investment;Asgard Infinity eWrap Super Full;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;HUB24 Invest Core;HUB24 Super Core;Asgard eWrap;Asgard eWrap Investment;Expand Extra Pension;Expand Extra Super;HUB24 Pension Choice;HUB24 Pension Core;Shadforth Portfolio Service Super;Shadforth Portfolio Service Pension;Macquarie Inv Consolidator II - Elevate;Macquarie Investment Consolidator;Expand Extra Investment;Macquarie Super Manager;Macquarie Super Consolidator;Macquarie Super and Pension Manager II;Macquarie Pension Manager II;Macquarie Pension Manager;Macquarie Pension Consolidator;CFS Edge Super;CFS Edge Pension;CFS Edge Investments;,"Asgard, BT Wrap, CFS (Encircle), Centric,",https://arc2.morningstar.com.au/Fund/Profile/17364,No,Yes,"10,000",0.99,15.00,1.21,0.15,0.15,No,,No,,,,58,Z58,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Equity,Large Cap,,WHF,Whitefield Ord,Approved,5/7/2025,SOA,,,Lonsec - Investment Grade,Closed-End Fund,Whitefield is an ASX Listed Investment Company that invests in a diversified portfolio of industrials (non-resources) shares listed on the ASX.,"The company aims to generate a return in excess of the market average over the longer term from investment in a diversified portfolio of shares listed on the ASX, which generate dividend income and growth in dividends in current or future years.","We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Equity securities.","Whitefield is an ASX Listed Investment Company that invests in a diversified portfolio of industrials (non-resources) shares listed on the ASX. The company aims to generate a return in excess of the market average over the longer term from investment in a diversified portfolio of shares listed on the ASX, which generate dividend income and growth in dividends in current or future years. We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Equity securities. ",-2.35,6.71,6.76,10.36,5.61,Not on APL,11/12/2020,Macquarie Pension Consolidator II Elevat;HUB24 Invest Choice;Macquarie Super Manager II;Macquarie Super Consolidator II Elevate;HUB24 Invest Core;HUB24 Super Core;HUB24 Pension Choice;HUB24 Pension Core;Macquarie Super Manager;Macquarie Super Consolidator;Macquarie Super and Pension Manager II;Macquarie Pension Manager II;Macquarie Pension Manager;Macquarie Pension Consolidator;,"Centric,",https://arc2.morningstar.com.au/LIC/Profile/WHF,No,No,,,,0.36,,,No,,No,,,,59,Z59,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Equity,Large Cap,PER0072AU,9836,Perpetual SHARE-PLUS Long-Short,Closed,5/7/2025,SOA,Silver,4,Lonsec - Recommended,Open-End Fund,"Perpetual investments are one of Australia's leading investment managers and part of the Perpetual Group. Today, its three core businesses are investments, private wealth, and corporate trust.",The fund aims to provide long-term capital growth and income through investment in quality shares and taking short positions in selected Australian shares; and outperform the S&P/ASX 300 Accumulation Index over rolling three-year periods.,This fund is closed to new and existing investors.,"Perpetual investments are one of Australia's leading investment managers and part of the Perpetual Group. Today, its three core businesses are investments, private wealth, and corporate trust. The fund aims to provide long-term capital growth and income through investment in quality shares and taking short positions in selected Australian shares; and outperform the S&P/ASX 300 Accumulation Index over rolling three-year periods. This fund is closed to new and existing investors. ",-6.12,-3.72,4.58,14.30,7.08,Approved,11/9/2022,BT Investment Wrap;MLC Wrap Super Series 2 - Full Inv;CFS FirstWrap Investments;Asgard Infinity eWrap Investment Full;Macquarie Investment Manager;Macquarie Investment Accumulator;MLC Wrap IDPS;MLC Navigator Super;Macquarie Pension Consolidator II Elevat;Oasis IDPS;OneVue Unified Managed Account;Emerald SuperWrap;Emerald PensionWrap;Emerald InvestmentWrap;Netwealth Super Accelerator Plus;Netwealth Wealth Accelerator Plus;Perpetual Private Wrap;Perpetual Private Super Wrap;BT Panorama;Macquarie Super Accumulator;HUB24 Invest Choice;MyNorth Investment Choice;Asgard Employee Super Account;Macquarie Investment Manager II;Macquarie Super Consolidator II Elevate;Shadforth Portfolio Service - Investment;Asgard Infinity eWrap Super Full;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;HUB24 Invest Core;HUB24 Super Core;Power Wrap Investment Account;Power Wrap Super Account;Power Wrap Pension Account;ClearView WealthSolutions Retirement Inc;Asgard eWrap;Asgard eWrap Investment;HUB24 Pension Choice;HUB24 Pension Core;ClearView WealthSolutions2 Super;Asgard Infinity eWrap Investment Select;Shadforth Portfolio Service Super;Shadforth Portfolio Service Pension;Macquarie Inv Consolidator II - Elevate;Macquarie Investment Consolidator;Expand Extra Investment;Macquarie Super and Pension Manager II;CFS Edge Super;CFS Edge Pension;CFS Edge Investments;,"Asgard, BT Wrap,",https://arc2.morningstar.com.au/Fund/Profile/9836,No,No,"25,000",1.40,,1.40,0.18,0.18,No,,Yes,2/12/2018,,,60,Z60,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
,,,,Benchmark 1: S&P/ASX 300 TR,,,,,,,Index,,,,,-2.85,2.64,5.30,13.23,7.15,,,,,,,,,,,,,,No,,No,,,,61,Z61,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
,,,,Benchmark 2: S&P/ASX 200 TR AUD,,,,,,,Index,,,,,-2.80,2.84,5.62,13.24,7.15,,,,,,,,,,,,,,No,,No,,,,62,Z62,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,Z63,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
,,,,Domestic Equity - Mid/Small Cap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,Z64,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Equity,Mid/Small Cap,,ACQ,Acorn Capital Investment Fund Ltd,Approved,5/7/2025,SOA,,,Lonsec - Recommended,Closed-End Fund,Acorn Capital is an Australian based investment manager specialising in emerging companies. Acorn has a well-resourced investment team with expertise across industries and manages over $60 million through their listed Acorn Capital Investment fund.,"The Company’s objective is to achieve after-fee returns on the Investment Portfolio in the long term that are higher than the S&P/ASX Small Ordinaries Accumulation Index, through investment in a diversified portfolio of Microcap Companies.","We view this Listed Investment Company (LIC) as a quality addition to your portfolio, providing investment grade exposure to Domestic Equity securities, with a focus on small and mid-capitalisation companies which can have increased volatility.","Acorn Capital is an Australian based investment manager specialising in emerging companies. Acorn has a well-resourced investment team with expertise across industries and manages over $60 million through their listed Acorn Capital Investment fund. The Company’s objective is to achieve after-fee returns on the Investment Portfolio in the long term that are higher than the S&P/ASX Small Ordinaries Accumulation Index, through investment in a diversified portfolio of Microcap Companies. We view this Listed Investment Company (LIC) as a quality addition to your portfolio, providing investment grade exposure to Domestic Equity securities, with a focus on small and mid-capitalisation companies which can have increased volatility. ",-2.26,3.08,-4.42,7.58,,Not on APL,2/5/2019,HUB24 Invest Choice;HUB24 Super Choice;HUB24 Invest Core;HUB24 Super Core;HUB24 Pension Choice;HUB24 Pension Core;,"Centric,",https://arc2.morningstar.com.au/LIC/Profile/ACQ,No,No,0,,,1.71,,,No,,No,,,,65,Z65,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Equity,Mid/Small Cap,BEG4601AU,43545,Australian Small and Mid-Cap Fund,Approved,5/7/2025,MDA/SOA,,3,No Rating,Open-End Fund,"The Fund is an actively managed multi-manager portfolio of predominantly Australian small and mid-cap shares. Underlying investment managers for the fund are Ophir AM and Selector Funds Management, both are small/mid cap investment specialists.",The Fund can be combined with other Australian share funds to provide diversification to investors’ existing Australian Equities holdings concentrated in the top 20 stocks.,"We view this Fund as a quality addition to your portfolio, providing investment grade exposure to Mid/Small Cap Domestic Equities.","The Fund is an actively managed multi-manager portfolio of predominantly Australian small and mid-cap shares. Underlying investment managers for the fund are Ophir AM and Selector Funds Management, both are small/mid cap investment specialists. The Fund can be combined with other Australian share funds to provide diversification to investors’ existing Australian Equities holdings concentrated in the top 20 stocks. We view this Fund as a quality addition to your portfolio, providing investment grade exposure to Mid/Small Cap Domestic Equities. ",-8.74,1.85,4.40,,,Not on APL,5/6/2020,BT Panorama;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;,"Asgard, BT Wrap, CFS (Encircle), Centric,",https://arc2.morningstar.com.au/Fund/Profile/43545,No,No,"5,000",1.17,,1.38,0.30,0.30,No,,No,,,,66,Z66,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
